code,plain_name,source
A4722,"Dialysate solution, any concentration of dextrose, fluid volume greater than",cms_hcpcs_l2
A4723,"Dialysate solution, any concentration of dextrose, fluid volume greater than",cms_hcpcs_l2
A4724,"Dialysate solution, any concentration of dextrose, fluid volume greater than",cms_hcpcs_l2
A4725,"Dialysate solution, any concentration of dextrose, fluid volume greater than",cms_hcpcs_l2
A4726,"Dialysate solution, any concentration of dextrose, fluid volume greater than",cms_hcpcs_l2
A4728,"Dialysate solution, non-dextrose containing, 500 ml",cms_hcpcs_l2
A4730,"Fistula cannulation set for hemodialysis, each",cms_hcpcs_l2
A4736,"Topical anesthetic, for dialysis, per gram",cms_hcpcs_l2
A4737,"Injectable anesthetic, for dialysis, per 10 ml",cms_hcpcs_l2
A4740,"Shunt accessory, for hemodialysis, any type, each",cms_hcpcs_l2
A4750,"Blood tubing, arterial or venous, for hemodialysis, each",cms_hcpcs_l2
A4755,"Blood tubing, arterial and venous combined, for hemodialysis, each",cms_hcpcs_l2
A4760,"Dialysate solution test kit, for peritoneal dialysis, any type, each",cms_hcpcs_l2
A4765,"Dialysate concentrate, powder, additive for peritoneal dialysis, per packet",cms_hcpcs_l2
A4766,"Dialysate concentrate, solution, additive for peritoneal dialysis, per 10 ml",cms_hcpcs_l2
A4770,"Blood collection tube, vacuum, for dialysis, per 50",cms_hcpcs_l2
A4771,"Serum clotting time tube, for dialysis, per 50",cms_hcpcs_l2
A4772,"Blood glucose test strips, for dialysis, per 50",cms_hcpcs_l2
A4773,"Occult blood test strips, for dialysis, per 50",cms_hcpcs_l2
A4774,"Ammonia test strips, for dialysis, per 50",cms_hcpcs_l2
A4802,"Protamine sulfate, for hemodialysis, per 50 mg",cms_hcpcs_l2
A4860,"Disposable catheter tips for peritoneal dialysis, per 10",cms_hcpcs_l2
A4870,Plumbing and/or electrical work for home hemodialysis equipment,cms_hcpcs_l2
A4890,"Contracts, repair and maintenance, for hemodialysis equipment",cms_hcpcs_l2
A4911,"Drain bag/bottle, for dialysis, each",cms_hcpcs_l2
A4913,"Miscellaneous dialysis supplies, not otherwise specified",cms_hcpcs_l2
A4918,"Venous pressure clamp, for hemodialysis, each",cms_hcpcs_l2
A4927,"Gloves, non-sterile, per 100",cms_hcpcs_l2
A4928,"Surgical mask, per 20",cms_hcpcs_l2
A4929,"Tourniquet for dialysis, each",cms_hcpcs_l2
A4930,"Gloves, sterile, per pair",cms_hcpcs_l2
A4931,"Oral thermometer, reusable, any type, each",cms_hcpcs_l2
A4932,"Rectal thermometer, reusable, any type, each",cms_hcpcs_l2
A5051,"Ostomy pouch, closed; with barrier attached (1 piece), each",cms_hcpcs_l2
A5052,"Ostomy pouch, closed; without barrier attached (1 piece), each",cms_hcpcs_l2
A5053,"Ostomy pouch, closed; for use on faceplate, each",cms_hcpcs_l2
A5054,"Ostomy pouch, closed; for use on barrier with flange (2 piece), each",cms_hcpcs_l2
A5055,Stoma cap,cms_hcpcs_l2
A5056,"Ostomy pouch, drainable, with extended wear barrier attached, with filter, (1",cms_hcpcs_l2
A5057,"Ostomy pouch, drainable, with extended wear barrier attached, with built in",cms_hcpcs_l2
A5061,"Ostomy pouch, drainable; with barrier attached, (1 piece), each",cms_hcpcs_l2
A5062,"Ostomy pouch, drainable; without barrier attached (1 piece), each",cms_hcpcs_l2
A5063,"Ostomy pouch, drainable; for use on barrier with flange (2 piece system), each",cms_hcpcs_l2
A5071,"Ostomy pouch, urinary; with barrier attached (1 piece), each",cms_hcpcs_l2
A5072,"Ostomy pouch, urinary; without barrier attached (1 piece), each",cms_hcpcs_l2
A5073,"Ostomy pouch, urinary; for use on barrier with flange (2 piece), each",cms_hcpcs_l2
A5081,"Stoma plug or seal, any type",cms_hcpcs_l2
A5082,Continent device; catheter for continent stoma,cms_hcpcs_l2
A5083,"Continent device, stoma absorptive cover for continent stoma",cms_hcpcs_l2
A5093,Ostomy accessory; convex insert,cms_hcpcs_l2
A5102,"Bedside drainage bottle with or without tubing, rigid or expandable, each",cms_hcpcs_l2
A5105,"Urinary suspensory with leg bag, with or without tube, each",cms_hcpcs_l2
A5112,"Urinary drainage bag, leg or abdomen, latex, with or without tube, with straps,",cms_hcpcs_l2
A5113,"Leg strap; latex, replacement only, per set",cms_hcpcs_l2
A5114,"Leg strap; foam or fabric, replacement only, per set",cms_hcpcs_l2
A5120,"Skin barrier, wipes or swabs, each",cms_hcpcs_l2
A5121,"Skin barrier; solid, 6 x 6 or equivalent, each",cms_hcpcs_l2
A5122,"Skin barrier; solid, 8 x 8 or equivalent, each",cms_hcpcs_l2
A5126,Adhesive or non-adhesive; disk or foam pad,cms_hcpcs_l2
A5131,"Appliance cleaner, incontinence and ostomy appliances, per 16 oz.",cms_hcpcs_l2
A5200,"Percutaneous catheter/tube anchoring device, adhesive skin attachment",cms_hcpcs_l2
A5500,"For diabetics only, fitting (including follow-up), custom preparation and",cms_hcpcs_l2
A5501,"For diabetics only, fitting (including follow-up), custom preparation and",cms_hcpcs_l2
A5503,"For diabetics only, modification (including fitting) of off-the-shelf",cms_hcpcs_l2
A5504,"For diabetics only, modification (including fitting) of off-the-shelf",cms_hcpcs_l2
A5505,"For diabetics only, modification (including fitting) of off-the-shelf",cms_hcpcs_l2
A5506,"For diabetics only, modification (including fitting) of off-the-shelf",cms_hcpcs_l2
A5507,"For diabetics only, not otherwise specified modification (including fitting) of",cms_hcpcs_l2
A5508,"For diabetics only, deluxe feature of off-the-shelf depth-inlay shoe or",cms_hcpcs_l2
A5510,"For diabetics only, direct formed, compression molded to patient's foot without",cms_hcpcs_l2
A5512,"For diabetics only, multiple density insert, direct formed, molded to foot",cms_hcpcs_l2
A5513,"For diabetics only, multiple density insert, custom molded from model of",cms_hcpcs_l2
A5514,"For diabetics only, multiple density insert, made by direct carving with cam",cms_hcpcs_l2
A6000,Non-contact wound warming wound cover for use with the non-contact wound,cms_hcpcs_l2
A6010,"Collagen based wound filler, dry form, sterile, per gram of collagen",cms_hcpcs_l2
A6011,"Collagen based wound filler, gel/paste, per gram of collagen",cms_hcpcs_l2
A6021,"Collagen dressing, sterile, size 16 sq. in. or less, each",cms_hcpcs_l2
A6022,"Collagen dressing, sterile, size more than 16 sq. in. but less than or equal to",cms_hcpcs_l2
A6023,"Collagen dressing, sterile, size more than 48 sq. in., each",cms_hcpcs_l2
A6024,"Collagen dressing wound filler, sterile, per 6 inches",cms_hcpcs_l2
A6025,"Gel sheet for dermal or epidermal application, (e.g., silicone, hydrogel,",cms_hcpcs_l2
A6154,"Wound pouch, each",cms_hcpcs_l2
A6196,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size 16 sq.",cms_hcpcs_l2
A6197,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more",cms_hcpcs_l2
A6198,"Alginate or other fiber gelling dressing, wound cover, sterile, pad size more",cms_hcpcs_l2
A6199,"Alginate or other fiber gelling dressing, wound filler, sterile, per 6 inches",cms_hcpcs_l2
A6203,"Composite dressing, sterile, pad size 16 sq. in. or less, with any size",cms_hcpcs_l2
A6204,"Composite dressing, sterile, pad size more than 16 sq. in. but less than or",cms_hcpcs_l2
A6205,"Composite dressing, sterile, pad size more than 48 sq. in., with any size",cms_hcpcs_l2
A6206,"Contact layer, sterile, 16 sq. in. or less, each dressing",cms_hcpcs_l2
A6207,"Contact layer, sterile, more than 16 sq. in. but less than or equal to 48 sq.",cms_hcpcs_l2
A6208,"Contact layer, sterile, more than 48 sq. in., each dressing",cms_hcpcs_l2
A6209,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, without",cms_hcpcs_l2
A6210,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less",cms_hcpcs_l2
A6211,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., without",cms_hcpcs_l2
A6212,"Foam dressing, wound cover, sterile, pad size 16 sq. in. or less, with any size",cms_hcpcs_l2
A6213,"Foam dressing, wound cover, sterile, pad size more than 16 sq. in. but less",cms_hcpcs_l2
A6214,"Foam dressing, wound cover, sterile, pad size more than 48 sq. in., with any",cms_hcpcs_l2
A6215,"Foam dressing, wound filler, sterile, per gram",cms_hcpcs_l2
A6216,"Gauze, non-impregnated, non-sterile, pad size 16 sq. in. or less, without",cms_hcpcs_l2
A6217,"Gauze, non-impregnated, non-sterile, pad size more than 16 sq. in. but less",cms_hcpcs_l2
A6218,"Gauze, non-impregnated, non-sterile, pad size more than 48 sq. in., without",cms_hcpcs_l2
A6219,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, with any size",cms_hcpcs_l2
A6220,"Gauze, non-impregnated, sterile, pad size more than 16 sq. in. but less than or",cms_hcpcs_l2
A6221,"Gauze, non-impregnated, sterile, pad size more than 48 sq. in., with any size",cms_hcpcs_l2
A6222,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile,",cms_hcpcs_l2
A6223,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile,",cms_hcpcs_l2
A6224,"Gauze, impregnated with other than water, normal saline, or hydrogel, sterile,",cms_hcpcs_l2
A6228,"Gauze, impregnated, water or normal saline, sterile, pad size 16 sq. in. or",cms_hcpcs_l2
A6229,"Gauze, impregnated, water or normal saline, sterile, pad size more than 16 sq.",cms_hcpcs_l2
A6230,"Gauze, impregnated, water or normal saline, sterile, pad size more than 48 sq.",cms_hcpcs_l2
A6231,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size 16",cms_hcpcs_l2
A6232,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size",cms_hcpcs_l2
A6233,"Gauze, impregnated, hydrogel, for direct wound contact, sterile, pad size more",cms_hcpcs_l2
A6234,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less,",cms_hcpcs_l2
A6235,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but",cms_hcpcs_l2
A6236,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in.,",cms_hcpcs_l2
A6237,"Hydrocolloid dressing, wound cover, sterile, pad size 16 sq. in. or less, with",cms_hcpcs_l2
A6238,"Hydrocolloid dressing, wound cover, sterile, pad size more than 16 sq. in. but",cms_hcpcs_l2
A6239,"Hydrocolloid dressing, wound cover, sterile, pad size more than 48 sq. in.,",cms_hcpcs_l2
A6240,"Hydrocolloid dressing, wound filler, paste, sterile, per ounce",cms_hcpcs_l2
A6241,"Hydrocolloid dressing, wound filler, dry form, sterile, per gram",cms_hcpcs_l2
A6242,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, without",cms_hcpcs_l2
A6243,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less",cms_hcpcs_l2
A6244,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., without",cms_hcpcs_l2
A6245,"Hydrogel dressing, wound cover, sterile, pad size 16 sq. in. or less, with any",cms_hcpcs_l2
A6246,"Hydrogel dressing, wound cover, sterile, pad size more than 16 sq. in. but less",cms_hcpcs_l2
A6247,"Hydrogel dressing, wound cover, sterile, pad size more than 48 sq. in., with",cms_hcpcs_l2
A6248,"Hydrogel dressing, wound filler, gel, per fluid ounce",cms_hcpcs_l2
A6250,"Skin sealants, protectants, moisturizers, ointments, any type, any size",cms_hcpcs_l2
A6251,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or",cms_hcpcs_l2
A6252,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq.",cms_hcpcs_l2
A6253,"Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq.",cms_hcpcs_l2
A6254,"Specialty absorptive dressing, wound cover, sterile, pad size 16 sq. in. or",cms_hcpcs_l2
A6255,"Specialty absorptive dressing, wound cover, sterile, pad size more than 16 sq.",cms_hcpcs_l2
A6256,"Specialty absorptive dressing, wound cover, sterile, pad size more than 48 sq.",cms_hcpcs_l2
A6257,"Transparent film, sterile, 16 sq. in. or less, each dressing",cms_hcpcs_l2
A6258,"Transparent film, sterile, more than 16 sq. in. but less than or equal to 48",cms_hcpcs_l2
A6259,"Transparent film, sterile, more than 48 sq. in., each dressing",cms_hcpcs_l2
A6260,"Wound cleansers, any type, any size",cms_hcpcs_l2
A6261,"Wound filler, gel/paste, per fluid ounce, not otherwise specified",cms_hcpcs_l2
A6262,"Wound filler, dry form, per gram, not otherwise specified",cms_hcpcs_l2
A6266,"Gauze, impregnated, other than water, normal saline, or zinc paste, sterile,",cms_hcpcs_l2
A6402,"Gauze, non-impregnated, sterile, pad size 16 sq. in. or less, without adhesive",cms_hcpcs_l2
A6403,"Gauze, non-impregnated, sterile, pad size more than 16 sq. in. less than or",cms_hcpcs_l2
A6404,"Gauze, non-impregnated, sterile, pad size more than 48 sq. in., without",cms_hcpcs_l2
A6407,"Packing strips, non-impregnated, sterile, up to 2 inches in width, per linear",cms_hcpcs_l2
A6410,"Eye pad, sterile, each",cms_hcpcs_l2
A6411,"Eye pad, non-sterile, each",cms_hcpcs_l2
A6412,"Eye patch, occlusive, each",cms_hcpcs_l2
A6413,"Adhesive bandage, first-aid type, any size, each",cms_hcpcs_l2
A6441,"Padding bandage, non-elastic, non-woven/non-knitted, width greater than or",cms_hcpcs_l2
A6442,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width less than",cms_hcpcs_l2
A6443,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than",cms_hcpcs_l2
A6444,"Conforming bandage, non-elastic, knitted/woven, non-sterile, width greater than",cms_hcpcs_l2
A6445,"Conforming bandage, non-elastic, knitted/woven, sterile, width less than three",cms_hcpcs_l2
A6446,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or",cms_hcpcs_l2
A6447,"Conforming bandage, non-elastic, knitted/woven, sterile, width greater than or",cms_hcpcs_l2
A6448,"Light compression bandage, elastic, knitted/woven, width less than three",cms_hcpcs_l2
A6449,"Light compression bandage, elastic, knitted/woven, width greater than or equal",cms_hcpcs_l2
A6450,"Light compression bandage, elastic, knitted/woven, width greater than or equal",cms_hcpcs_l2
A6451,"Moderate compression bandage, elastic, knitted/woven, load resistance of 1.25",cms_hcpcs_l2
A6452,"High compression bandage, elastic, knitted/woven, load resistance greater than",cms_hcpcs_l2
A6453,"Self-adherent bandage, elastic, non-knitted/non-woven, width less than three",cms_hcpcs_l2
A6454,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or",cms_hcpcs_l2
A6455,"Self-adherent bandage, elastic, non-knitted/non-woven, width greater than or",cms_hcpcs_l2
A6456,"Zinc paste impregnated bandage, non-elastic, knitted/woven, width greater than",cms_hcpcs_l2
A6457,"Tubular dressing with or without elastic, any width, per linear yard",cms_hcpcs_l2
A6460,"Synthetic resorbable wound dressing, sterile, pad size 16 sq. in. or less,",cms_hcpcs_l2
A6461,"Synthetic resorbable wound dressing, sterile, pad size more than 16 sq. in. but",cms_hcpcs_l2
A6501,"Compression burn garment, bodysuit (head to foot), custom fabricated",cms_hcpcs_l2
A6502,"Compression burn garment, chin strap, custom fabricated",cms_hcpcs_l2
A6503,"Compression burn garment, facial hood, custom fabricated",cms_hcpcs_l2
A6504,"Compression burn garment, glove to wrist, custom fabricated",cms_hcpcs_l2
A6505,"Compression burn garment, glove to elbow, custom fabricated",cms_hcpcs_l2
A6506,"Compression burn garment, glove to axilla, custom fabricated",cms_hcpcs_l2
A6507,"Compression burn garment, foot to knee length, custom fabricated",cms_hcpcs_l2
A6508,"Compression burn garment, foot to thigh length, custom fabricated",cms_hcpcs_l2
A6509,"Compression burn garment, upper trunk to waist including arm openings (vest),",cms_hcpcs_l2
A6510,"Compression burn garment, trunk, including arms down to leg openings (leotard),",cms_hcpcs_l2
A6511,"Compression burn garment, lower trunk including leg openings (panty), custom",cms_hcpcs_l2
A6512,"Compression burn garment, not otherwise classified",cms_hcpcs_l2
A6513,"Compression burn mask, face and/or neck, plastic or equal, custom fabricated",cms_hcpcs_l2
A6515,"Gradient compression wrap with adjustable straps, full leg, each, custom",cms_hcpcs_l2
A6516,"Gradient compression wrap with adjustable straps, foot, each, custom",cms_hcpcs_l2
A6517,"Gradient compression wrap with adjustable straps, below knee, each, custom",cms_hcpcs_l2
A6518,"Gradient compression wrap with adjustable straps, arm, each, custom",cms_hcpcs_l2
A6519,"Gradient compression garment, not otherwise specified, for nighttime use, each",cms_hcpcs_l2
A6520,"Gradient compression garment, glove, padded, for nighttime use, each",cms_hcpcs_l2
A6521,"Gradient compression garment, glove, padded, for nighttime use, custom, each",cms_hcpcs_l2
A6522,"Gradient compression garment, arm, padded, for nighttime use, each",cms_hcpcs_l2
A6523,"Gradient compression garment, arm, padded, for nighttime use, custom, each",cms_hcpcs_l2
A6524,"Gradient compression garment, lower leg and foot, padded, for nighttime use,",cms_hcpcs_l2
A6525,"Gradient compression garment, lower leg and foot, padded, for nighttime use,",cms_hcpcs_l2
A6526,"Gradient compression garment, full leg and foot, padded, for nighttime use, each",cms_hcpcs_l2
A6527,"Gradient compression garment, full leg and foot, padded, for nighttime use,",cms_hcpcs_l2
A6528,"Gradient compression garment, bra, for nighttime use, each",cms_hcpcs_l2
A6529,"Gradient compression garment, bra, for nighttime use, custom, each",cms_hcpcs_l2
A6530,"Gradient compression stocking, below knee, 18-30 mmhg, each",cms_hcpcs_l2
A6531,"Gradient compression stocking, below knee, 30-40 mmhg, used as a surgical",cms_hcpcs_l2
